result,answer,code,id,query,img_path,possible_answers
None,large,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""car"");return t[0].compute_depth()}']",201455876,How big is the car?,/root/Datasets/./images/n413761.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""grass"");return bool_to_yesno(t[0].verify_property(""grass"",""tall"")&&t[0].verify_property(""grass"",""green""))}']",201972749,Does the grass look green and tall?,/root/Datasets/./images/n541482.jpg,[]
None,restaurant,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].llm_query(""Where is the man sitting?"",!1)}']",201640306,Where is the man sitting?,/root/Datasets/./images/n235859.jpg,[]
None,open,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fence"");const n=e.find(""skateboarder"");if(t.length>0&&n.length>0){const o=t[0].llm_query(""Is the fence open or closed?"",!1);return o}}']",202133780,Is the fence near the skateboarder open or closed?,/root/Datasets/./images/n412144.jpg,[]
None,bottom,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""car"");t.sort((a,b)=>a.lower-b.lower);return bool_to_yesno(t[0].lower<e.upper)}']",201573883,"In which part of the image are the cars, the bottom or the top?",/root/Datasets/./images/n115614.jpg,[]
None,looking down,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""horse"");return t[0].llm_query(""What is the horse doing?"",!1)}']",202258249,What is the horse doing?,/root/Datasets/./images/n216553.jpg,[]
None,bananas,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""elephant"");const n=e.find(""fruit"");n.sort((a,b)=>a.left-b.left);return n[0].best_text_match([""apple"",""banana"",""orange""])}']",202287013,What kind of fruit is to the left of the elephant in the middle of the photo?,/root/Datasets/./images/n413002.jpg,[]
None,no,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""peach"");return bool_to_yesno(n.length>0)}']",201479210,Are there peaches in front of the cup?,/root/Datasets/./images/n181210.jpg,[]
None,yes,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const floorPatches=imagePatch.find(""floor"");const floorPatch=floorPatches[0];const chairPatches=imagePatch.find(""chair"");for(const chairPatch of chairPatches){if(chairPatch.overlaps_with(floorPatch.left,floorPatch.lower,floorPatch.right,floorPatch.upper)){if(chairPatch.verify_property(""chair"",""wood"")){return ""yes""}}}}return ""no""}']",20306957,Is there a chair on top of the floor made of wood?,/root/Datasets/./images/n554880.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""oven"");return bool_to_yesno(n.length>0)}']",201663386,Do you see an oven near the cabinet to the left of the drawers?,/root/Datasets/./images/n35676.jpg,[]
None,mother,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].simple_query(""Who is this?"")}']",201404284,Who is standing?,/root/Datasets/./images/n331357.jpg,[]
None,adidas,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bat"");return t[0].llm_query(""What company made the bat?"",!1)}']",201751826,"Which company made the bat, Adidas or Nike?",/root/Datasets/./images/n355567.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""keyboard"")&&e.exists(""desk""))}']",201498491,Are there both a keyboard and a desk in this image?,/root/Datasets/./images/n315887.jpg,[]
None,girl,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sneakers"");return t[0].llm_query(""Who is wearing the sneakers?"",!1)}']",201951597,Who is wearing the sneakers?,/root/Datasets/./images/n256120.jpg,[]
None,wide,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bucket"");return t[0].width}']",201873285,How wide is the bucket?,/root/Datasets/./images/n309148.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""tennis racket"");const n=e.find(""ball"");return bool_to_yesno(t[0].left<n[0].left)}']",202240287,Is the tennis racket to the left of a ball?,/root/Datasets/./images/n148872.jpg,[]
None,girl,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return t[0].simple_query(""Who is wearing this?"")}']",201951593,Who is wearing a jacket?,/root/Datasets/./images/n256120.jpg,[]
None,color,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""laptop"");const n=e.find(""office chair"");return t[0].llm_query(`What do ${t[0].simple_query(""What is this?"")} and ${n[0].simple_query(""What is this?"")} have in common?`,!0)}']",201556429,What do the laptop and the office chair have in common?,/root/Datasets/./images/n525901.jpg,[]
None,small,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ball"");return t[0].compute_depth()}']",201055838,What size do you think the ball is?,/root/Datasets/./images/n259002.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""old man"");const n=e.find(""chair"");const r=e.find(""cups"");const i=t[0].left<n[0].left;return bool_to_yesno(i)}']",201303373,Is the old man to the left or to the right of the chair that is to the left of the cups?,/root/Datasets/./images/n518912.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""green blanket"");const n=e.find(""green towel"");return bool_to_yesno(t.length>0||n.length>0)}']",201481815,Are there any green blankets or towels?,/root/Datasets/./images/n470920.jpg,[]
None,spinach,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""food"");for(const n of t){if(!n.verify_property(""food"",""melted"")){return n.simple_query(""What kind of food is this?"")}}}']",202037009,Which kind of food isn't melted?,/root/Datasets/./images/n200225.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jersey"");return bool_to_yesno(t[0].verify_property(""jersey"",""sleeveless""))}']",201055785,Is the jersey sleeveless?,/root/Datasets/./images/n259002.jpg,[]
None,urinal,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""beige and white"");return t[0].llm_query(""What is mounted on the wall?"",!1)}']",201077076,What is mounted on the wall that looks beige and white?,/root/Datasets/./images/n503626.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""brown car"");return bool_to_yesno(t[0].exists(""brown car"")&&t[0].exists(""right""))}']",20922948,Is the brown car on the right?,/root/Datasets/./images/n480253.jpg,[]
None,beans,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""vegetables"");const n=t.filter(v=>!v.verify_property(""cylindrical""));return n.map(v=>v.simple_query(""What is the name of this vegetable?"")).join("", "")}']",202244555,"Which vegetables are not cylindrical, the beans or the carrots?",/root/Datasets/./images/n296467.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""orange bottle"");const n=e.find(""person"");const o=n[0].left;const i=t[0].left;return bool_to_yesno(o<i)}']",201757971,Is the orange bottle to the left or to the right of the person that is sitting beside the table?,/root/Datasets/./images/n4777.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""guitar"");return bool_to_yesno(t[0].verify_property(""guitar"",""small"")&&t[0].verify_property(""guitar"",""black""))}']",20837124,Is the guitar small and black?,/root/Datasets/./images/n507959.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""Is the window small?"",!1)}']",20692551,Is the window small?,/root/Datasets/./images/n499081.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""cake"");n[0].verify_property(""cake"",""blue"")?bool_to_yesno(n[0].left<n[0].right):bool_to_yesno(n[0].left>n[0].right)}']",201896109,"Which side is the blue cake on, the right or the left?",/root/Datasets/./images/n111390.jpg,[]
None,cabinet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");t.sort((a,b)=>a.left-b.left);return t[0].best_text_match([""chair"",""table"",""bench""])}']",201663162,Which kind of furniture is to the left of the oven?,/root/Datasets/./images/n35676.jpg,[]
None,van,"[' function execute_command(image){const e=new ImagePatch(image),n=e.find(""tent"");for(const t of n){if(t.verify_property(""tent"",""vehicle"")){return t.llm_query(""What kind of vehicle is this?"",!1)}}return ""no vehicle""}']",201951621,Which kind of vehicle are the tents behind of?,/root/Datasets/./images/n256120.jpg,[]
None,silver,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mirror"");return t[0].llm_query(""What color is the mirror?"",!1)}']",201861303,Does the mirror on the motorbike look red or silver?,/root/Datasets/./images/n390187.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""giraffe"");const r=n[0].right;const i=t.find(""house"");const s=i[0].right;return r<s?""yes"":""no""}']",20679220,Does the giraffe to the right of the house look skinny?,/root/Datasets/./images/n493357.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""steel bridge"");return bool_to_yesno(t[0].verify_property(""steel bridge"",""high and long""))}']",201873133,Does the steel bridge look high and long?,/root/Datasets/./images/n309148.jpg,[]
None,chair,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""boxes"");const n=t[0];const o=n.left;const i=n.lower;const s=n.right;const a=n.upper;const r=e.find(""furniture"");const l=r.filter(e=>e.left<o&&e.lower<i&&e.right>s&&e.upper>a);return l.map(e=>e.simple_query(""What is this?"")).join("", "")}']",20412405,What kind of furniture is to the left of the boxes?,/root/Datasets/./images/n445353.jpg,[]
None,parent,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return t[0].simple_query(""Who is wearing this?"")}']",20710216,Who is wearing a jacket?,/root/Datasets/./images/n489699.jpg,[]
None,long,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""white table"");return t[0].compute_depth()}']",20226749,How long is the white table?,/root/Datasets/./images/n68769.jpg,[]
None,chair,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""item of furniture"");const n=e.find(""old bricks"");const r=n[0].verticalCenter;for(const i of t){if(i.verticalCenter<r){return i.simpleQuery(""What is this?"")}}}']",20412400,What is the item of furniture in front of the old bricks?,/root/Datasets/./images/n445353.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mug"");const n=e.find(""cup"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",202262430,Is the mug in front of a cup?,/root/Datasets/./images/n28572.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""blonde"");const n=e.find(""happy"");return bool_to_yesno(t[0].exists()&&n[0].exists())}']",20710210,Does the parent that looks blonde look happy?,/root/Datasets/./images/n489699.jpg,[]
None,cat,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mirror"");return t[0].llm_query(""What animal is the mirror behind of?"",!1)}']",201175714,What animal is the mirror behind of?,/root/Datasets/./images/n357784.jpg,[]
None,boy,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].simple_query(""Who is this?"")}']",201185677,Who is standing?,/root/Datasets/./images/n494918.jpg,[]
None,skateboarder,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=t[0];return n.llm_query(""Who is traveling down the steps?"",!1)}']",201979208,Who is traveling down the steps?,/root/Datasets/./images/n329514.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""woman"");const n=t[0];const r=n.llm_query(""Is the clean mirror behind the woman?"",!1);return bool_to_yesno(r)}']",201175710,Is the clean mirror behind the woman?,/root/Datasets/./images/n357784.jpg,[]
None,cat,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mirror"");return t[0].llm_query(""What is the animal that this mirror is behind of called?"",!1)}']",201175713,What is the animal that this mirror is behind of called?,/root/Datasets/./images/n357784.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""logo"");return bool_to_yesno(t[0].verify_property(""logo"",""straight"")&&t[0].verify_property(""logo"",""blue""))}']",20622098,Is the logo straight and blue?,/root/Datasets/./images/n210269.jpg,[]
None,green,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""traffic light"");return t[0].simple_query(""What is the color?"")}']",201109652,Which color is the traffic light in the middle?,/root/Datasets/./images/n167164.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return t[0].simple_query(""Who is wearing this?"")}']",20655292,Who is wearing a jacket?,/root/Datasets/./images/n199097.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""water bottle"");const n=e.find(""desk"");return bool_to_yesno(t[0].verify_property(""material"",n[0].verify_property(""material"")))}']",201497647,Is the water bottle made of the same material as the desk?,/root/Datasets/./images/n315887.jpg,[]
None,motorcycle,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wall"");const n=t[0];const r=n.llm_query(""What is in front of the wall?"",!1);return r}']",201509796,What is in front of the wall?,/root/Datasets/./images/n62458.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""umbrella"");return t[0].llm_query(""Who is wearing an umbrella?"",!1)}']",20655296,Who is wearing an umbrella?,/root/Datasets/./images/n199097.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fence"");return bool_to_yesno(t.length>0)}']",201492454,Are there any fences behind the tall tree?,/root/Datasets/./images/n9856.jpg,[]
None,motorcycle,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""green wall"");const n=t[0];const r=n.llm_query(""What is in front of the green wall?"",!1);return r}']",201509795,What is in front of the green wall?,/root/Datasets/./images/n62458.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""curtains"");return t[0].llm_query(""What is the color of the curtains?"",!1)}']",201399926,The curtains have what color?,/root/Datasets/./images/n344136.jpg,[]
None,rubber,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""blue shoes"");return t[0].llm_query(""What material are the shoes made of?"",!1)}']",20631828,Are the blue shoes made of leather or rubber?,/root/Datasets/./images/n570181.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""curtains"");return bool_to_yesno(t[0].verify_property(""curtains"",""cloth""))}']",201399921,Are the curtains made of cloth?,/root/Datasets/./images/n344136.jpg,[]
None,dip,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""container"");return t[0].llm_query(""What kind of food is inside the container?"",!1)}']",202244369,Which kind of food is inside the container?,/root/Datasets/./images/n296467.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bag"");const n=e.find(""white bed"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",20717086,Is there a bag near the white bed?,/root/Datasets/./images/n67005.jpg,[]
None,refrigerator,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""box"");const n=e.find(""appliance"");n.sort((a,b)=>a.left-b.left);return n[0]}']",201428945,What appliance is to the right of the box?,/root/Datasets/./images/n64959.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sand"");const n=e.find(""trees"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",20734236,Is the sand surrounded by the trees?,/root/Datasets/./images/n90944.jpg,[]
None,sand,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sea foam"");return t[0].llm_query(""What is in front of the sea foam?"",!1)}']",20715810,What is in front of the sea foam?,/root/Datasets/./images/n507149.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wet sand"");const n=e.find(""sea foam"");const r=e.find(""dry"");for(const s of t){for(const i of n){if(s.overlaps_with(i)){return bool_to_yesno(s.exists(""wet sand"")&&!s.exists(""dry""))}}}}']",20715811,Is the wet sand in front of the sea foam that is not dry?,/root/Datasets/./images/n507149.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sand"");const n=e.find(""sea foam"");return bool_to_yesno(n[0].overlaps_with(t[0]))}']",20715816,Is the sea foam behind the sand?,/root/Datasets/./images/n507149.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""beige table"");const n=e.find(""beige couch"");return bool_to_yesno(t.length>0||n.length>0)}']",20783031,Are there either any beige tables or couches?,/root/Datasets/./images/n355339.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""young boy"");return bool_to_yesno(t[0].exists(""young boy""))}']",20978210,Is the young boy on the right?,/root/Datasets/./images/n551964.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""Caucasian person"");const n=e.find(""tree"");const r=e.find(""sky"");const i=t[0].verticalCenter-n[0].verticalCenter;const s=r[0].verticalCenter-n[0].verticalCenter;return bool_to_yesno(i>s)}']",20797842,Is the Caucasian person in front of the tree the sky is behind of?,/root/Datasets/./images/n16656.jpg,[]
None,cloudy,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""What is the weather?"",!1)}']",201401714,How is the weather?,/root/Datasets/./images/n155555.jpg,[]
None,cat,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=e.find(""cat"");const o=e.find(""horse"");const r=n.length+o.length;if(r==0){return ""no man""}if(r==1){return ""man is behind ""+(n.length?""cat"":""horse"")}return ""man is behind both cat and horse""}']",20797845,"What is the man behind of, a cat or a horse?",/root/Datasets/./images/n16656.jpg,[]
None,cat,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const manPatches=imagePatch.find(""man"");const manPatch=manPatches[0];const animalPatches=imagePatch.find(""animal"");const animalPatch=animalPatches[0];return animalPatch.llmQuery(`What is the name of the animal behind ${manPatch.simpleQuery(""What is the name of the man?"")}?`,!1)}']",20797844,What animal is the man behind of?,/root/Datasets/./images/n16656.jpg,[]
None,no,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""leaves"");return bool_to_yesno(n[0].verify_property(""leaves"",""green""))}']",202286636,Do the leaves have green color?,/root/Datasets/./images/n413002.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""Is it indoors?"",!1)}']",20647789,Is it indoors?,/root/Datasets/./images/n471866.jpg,[]
None,sitting,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].llm_query(""What is the man doing?"",!1)}']",20306456,What is the man doing?,/root/Datasets/./images/n554880.jpg,[]
None,people,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""car"");const n=e.find(""person"");n.sort((a,b)=>a.verticalCenter-b.verticalCenter);return n[0]}']",202223389,Who is in front of the car?,/root/Datasets/./images/n257997.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cabinet"");return bool_to_yesno(t[0].left<e.left)}']",20456727,Is the cabinet on the left side?,/root/Datasets/./images/n65885.jpg,[]
None,people,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""car"");const n=t[0];const r=n.llm_query(""Who is in front of the car?"",!1);return r}']",202223387,Who is in front of the car that is presented in this scene?,/root/Datasets/./images/n257997.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lamp"");const n=e.find(""laptop computer"");const r=t[0].distance(n[0]);return bool_to_yesno(r>100)}']",202081718,Does the lamp near the laptop computer look thin and tall?,/root/Datasets/./images/n433692.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lamp"");return bool_to_yesno(t[0].exists(""she""))}']",201713523,Is she seen through a lamp?,/root/Datasets/./images/n455563.jpg,[]
None,elephants,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""animal"");t.sort((a,b)=>a.computeDepth()-b.computeDepth());return t[0]}']",202156830,What animals are huge?,/root/Datasets/./images/n543966.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""entertainment center"");return bool_to_yesno(t[0].left<e.right)}']",202227898,Is the entertainment center on the right side or on the left of the picture?,/root/Datasets/./images/n77818.jpg,[]
None,radiator,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sink"");const n=t[0].llm_query(""What kind of appliance is below the sink?"",!1);return n}']",20518349,What kind of appliance is below the sink?,/root/Datasets/./images/n141939.jpg,[]
None,tissue box,"[' function execute_command(image){const e=new ImagePatch(image);const tissuePatches=e.find(""tissue"");const tissuePatch=tissuePatches[0];return tissuePatch.llmQuery(""What is the tissue in?"",!1)}']",20518619,What is the tissue in?,/root/Datasets/./images/n141939.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""window"");return bool_to_yesno(t[0].verify_property(""window"",""clean"")&&t[0].verify_property(""window"",""small""))}']",20891759,Is the window clean and small?,/root/Datasets/./images/n347706.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""traffic signal"");return t[0].llm_query(""What is the color of the traffic signal?"",!1)}']",201641475,What is the color of the traffic signal on the left?,/root/Datasets/./images/n532213.jpg,[]
None,woman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t.map(t=>t.simple_query(""What is this person doing?"")).filter(t=>t.includes(""walking"")).map(t=>t.replace(""walking"","""")).join("", "")}']",20119041,Who in the image is walking?,/root/Datasets/./images/n540852.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""coffee machine"");const r=t.find(""bench"");return bool_to_yesno(n[0].left<r[0].left)}']",202174381,Is the coffee machine to the left of the bench?,/root/Datasets/./images/n398429.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""train"");return bool_to_yesno(t[0].verify_property(""train"",""large"")&&t[0].verify_property(""train"",""blue""))}']",20515932,Is the train large and blue?,/root/Datasets/./images/n70461.jpg,[]
None,train,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""train"");const n=e.find(""bus"");return bool_to_yesno(t.length>0||n.length>0)}']",20515931,Is this a train or a bus?,/root/Datasets/./images/n70461.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""menu"");const n=e.find(""plant"");return bool_to_yesno(t[0].verify_property(""menu"",""plant""))}']",20226355,Is the color of the menu the same as the plant?,/root/Datasets/./images/n68769.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""draperies"");const n=e.find(""sheets"");return bool_to_yesno(t[0].verify_property(""draperies"",n[0].simple_query(""What is the color of the sheets?"")))}']",201079730,Do the draperies have the same color as the sheets?,/root/Datasets/./images/n23181.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""gloves"");return bool_to_yesno(t[0].verify_property(""gloves"",""large""))}']",202180376,Are the gloves large?,/root/Datasets/./images/n380113.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");if(t.length==0)return""no"";const n=t[0].simple_query(""What is the gender of the person?"");const r=t.map(p=>p.simple_query(""What is the gender of the person?""));const i=new Set(r);return i.size==1?bool_to_yesno(n==i.values().next().value):""no""}']",20226352,Are all the people the same gender?,/root/Datasets/./images/n68769.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""house"");return bool_to_yesno(t.some(t=>t.left<e.left))}']",202081050,Are there any houses to the left of the paper towel?,/root/Datasets/./images/n314630.jpg,[]
None,child,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const manPatches=imagePatch.find(""man"");const childPatches=imagePatch.find(""child"");const manPatch=manPatches[0];const childPatch=childPatches[0];return bool_to_yesno(manPatch.computeDepth()<childPatch.computeDepth())}']",20941902,"Who is younger, the man or the child?",/root/Datasets/./images/n137182.jpg,[]
None,girl,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""girl"");const n=e.find(""man"");return bool_to_yesno(t[0].computeDepth()<n[0].computeDepth())}']",20941900,"Who is younger, the girl or the man?",/root/Datasets/./images/n137182.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""computer"");const n=e.find(""TV"");const r=t.concat(n);r.sort((a,b)=>a.verify_property(""computer"",""silver"")-b.verify_property(""computer"",""silver""));return bool_to_yesno(r[0].verify_property(""computer"",""silver"")==false)}']",20480688,Are there any computers or TVs that are not silver?,/root/Datasets/./images/n520071.jpg,[]
None,plates,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lady"");return t[0].llm_query(""What is the lady in front of?"",!1)}']",20757140,What is the lady in front of?,/root/Datasets/./images/n433532.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lady"");return bool_to_yesno(t.length>0)}']",20757141,Are there ladies in front of the plates?,/root/Datasets/./images/n433532.jpg,[]
None,no,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""coffee mug"");const r=n[0].verify_property(""coffee mug"",""round shape"");const i=n[0].verify_property(""coffee mug"",""blue"");return bool_to_yesno(r&&i)}']",20157544,Does the coffee mug near the plate have round shape and blue color?,/root/Datasets/./images/n170941.jpg,[]
None,sand,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""catcher"");return t[0].simple_query(""What is the position of the catcher?"")}']",20287780,Where is the catcher standing on?,/root/Datasets/./images/n317260.jpg,[]
None,table,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""foo"");const n=e.find(""bar"");const r=e.find(""baz"");const i=e.find(""qux"");const s=e.find(""fred"");const o=e.find(""garply"");const u=e.find(""waldo"");const a=e.find(""fredding"");const f=e.find(""gold"");const l=e.find(""white"");const c=e.find(""black"");const h=e.find(""blue"");const p=e.find(""red"");const d=e.find(""green"");const m=e.find(""yellow"");const g=e.find(""orange"");const v=e.find(""purple"");const y=e.find(""pink"");const b=e.find(""brown"");const w=e.find(""gray"");const x=e.find(""silver"");const q=e.find(""golden"");const z=e.find(""platinum"");const j=e.find(""diamond"");const k=e.find(""emerald"");const ee=e.find(""sapphire"");const ff=e.find(""ruby"");const gg=e.find(""crystal"");const hh=e.find(""amethyst"");const ii=e.find(""pearl"");const jj=e.find(""pearlescent"");const kk=e.find(""turquoise"");const ll=e.find(""aquamarine"");const mm=e.find(""tanzanite"");const nn=e.find(""moonstone"");const oo=e.find(""opal"");const pp=e.find(""jade"");const qq=e.find(""obsidian"");const rr=e.find(""onyx"");const ss=e.find(""rubellite"");const tt=e.find(""sardonyx"");const uu=e.find(""spodumene"");const vv=e.find(""tourmaline"");const ww=e.find(""carnelian"");const xx=e.find(""chalcedony"");const yy=e.find(""chrysolite"");const zz=e']",202006667,What's standing on the floor?,/root/Datasets/./images/n97485.jpg,[]
None,table,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""standing"");return t[0].simple_query(""What is this?"")}']",202006666,What is standing on the floor?,/root/Datasets/./images/n97485.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.exists(""silver bench"")}']",201228341,Do you see a silver bench?,/root/Datasets/./images/n154856.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=t[0];const r=n.simple_query(""What is the person\'s age?"");const i=n.llm_query(`What is the average age of a ${r}?`,!1);return bool_to_yesno(n.verify_property(""person"",""young"")&&n.verify_property(""person"",""sitting"")&&n.verify_property(""person"",""at a couch"")&&i<25)}']",201528095,Is the person that looks young sitting at a couch?,/root/Datasets/./images/n118102.jpg,[]
None,bed,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""curtain"");const n=t[0].llm_query(""What is the name of the item of furniture below the curtain on the left side?"",!1);return n}']",20753391,How is the item of furniture below the curtain on the left side called?,/root/Datasets/./images/n49438.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""hat"");const t=e.find(""nightstand"");const o=e.find(""orange"");const r=e.find(""uncomfortable"");return bool_to_yesno(n[0].overlaps_with(t[0])&&o[0].overlaps_with(n[0])&&r[0].overlaps_with(n[0]))}']",201832305,Is the hat near the nightstand orange and uncomfortable?,/root/Datasets/./images/n432591.jpg,[]
